Entry ID,Jurisdiction ,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group"
CAN058,Can.,2020-04-06,2020-04-06,Financial and economic,Financial and economic — assistance,"Who: Employment and Social Development Canada
What: Announced flexibility for organizations under the New Horizons for Seniors Program to use funding previously received through the community-based stream to provide immediate and essential services to seniors impacted by COVID-19
Effective until:",https://www.canada.ca/en/employment-social-development/news/2020/04/new-horizons-for-seniors-program-projects-can-now-be-used-for-covid-19-support.html,Not applicable,Federal,No
CAN059,Can.,2020-04-06,2020-04-06,Health services,Health services — telemedicine/virtual care,"Who: Canadian Association of Optometrists 
What: Published guidelines and resources for optometrists to provide teleoptometry where possible. 
Effective until: ",https://opto.ca/news/coronavirus-covid-19-in-canada,Not applicable,Federal,No
CAN061,Can.,2020-03-31,No data,Travel,Travel — restrictions,"Who: Inuit Tapiriit Kanatami
What: Called for air transportation to be designated as an essential service in Inuit Nunangat for the duration of the COVID-19 response, as the airline travel routes are the sole entry points for food, medicine and other essential supplies in all but 2 of 51 Inuit communities, and a critical means of travel for patients requiring advanced medical treatment
Effective until:",https://www.itk.ca/itk-calls-for-measures-to-guarantee-airline-transport-in-inuit-nunangat-as-a-covid19-public-service/,Not applicable,Federal,Yes
CAN066,Can.,2020-04-14,No data,Travel,Travel — self-isolation,"Who: Public Health Agency of Canada
What: Issued an updated order under which any traveller arriving in Canada — whether they are symptomatic or asymptomatic — cannot isolate or quarantine in a place where they would be in contact with people who are vulnerable, such as adults aged 65 years or over and people with pre-existing medical conditions
Effective until:
",https://www.canada.ca/en/public-health/news/2020/04/government-of-canada-updates-mandatory-requirements-for-travellers-entering-canada.html,Not applicable,Federal,No
CAN069,Can.,2020-04-14,No data,Health services,Health services — other,"Who: Prime Minister
What: Announced additional support to address immediate health, economic and transportation needs in the North (governments of Yukon, the Northwest Territories and Nunavut): $72.6 million to support COVID-19 health and social services preparations and response; $17.3 million to support northern air carriers; $15 million in non-repayable support for businesses; an additional $25 million to Nutrition North Canada
Effective until:
",https://pm.gc.ca/en/news/news-releases/2020/04/14/prime-minister-announces-health-and-social-support-northern,Not applicable,Federal,Yes
CAN072,Can.,No data,No data,Public information,Public information — launch of web page/resource,"Who: Public Health Agency of Canada
What: Launched a dedicated government web page for COVID-19
Effective until:
",https://web.archive.org/web/20200125011050/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,Not applicable,Federal,No
CAN073,Can.,2020-02-06,No data,Case management,Case management — case definition,"Who: Public Health Agency of Canada
What: Released an interim national case definition for the novel coronavirus (earliest publication date tracked using Internet Archive)
Effective until:
",https://web.archive.org/web/20200211164225/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/national-case-definition.html,Not applicable,Federal,No
CAN074,Can.,2020-03-10,No data,Distancing,Distancing — gatherings,"Who: Public Health Agency of Canada
What: Issued guidance to major event planners to conduct a risk assessment when considering public health actions related to mass gatherings. The guidelines offer mitigation strategies, such as limiting the number of people at an event, offering virtual or live-stream activities, staggering arrivals and departures, and making more hand-washing stations available. 
Effective until:",https://web.archive.org/web/20200311151615/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/mass-gatherings-risk-assesment.html,Not applicable,Federal,No
CAN075,Can.,2020-03-11,No data,Case management,Case management — self-isolation,"Who: Public Health Agency of Canada
What: Instructions provided in fact sheet on how to self-isolate for those diagnosed with COVID-19: ""You must isolate yourself for at least 14 days if you have symptoms of COVID-19, even if mild"" (earliest publication date tracked using Internet Archive)
Effective until:",https://www.canada.ca/en/public-health/services/publications/diseases-conditions/covid-19-how-to-isolate-at-home.html,Not applicable,Federal,No
CAN078,Can.,No data,No data,Case management,Case management — self-isolation,"Who: Public Health Agency of Canada
What: Published fact sheet on how to self-isolate for those diagnosed with COVID-19 
Effective until:",https://www.canada.ca/en/public-health/services/publications/diseases-conditions/covid-19-how-to-isolate-at-home.html,Not applicable,Federal,NO
CAN079,Can.,No data,No data,Case management,Case management — self-isolation,"Who: Public Health Agency of Canada
What: Published fact sheet on how to self-isolate for those who may have been exposed and have no symptoms
Effective until:",https://www.canada.ca/en/public-health/services/publications/diseases-conditions/coronavirus-disease-covid-19-how-to-self-isolate-home-exposed-no-symptoms.html,Not applicable,Federal,No
CAN080,Can.,No data,No data,State of emergency,State of emergency,"Who: Government of Canada
What: Activated the federal/provincial/territorial health response plan for biologic events 
Effective until:
",https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/canadas-reponse.html?topic=tilelink,Not applicable,Federal,No
CAN081,Can.,No data,No data,Health services,Health services — telemedicine/virtual care,"Who: Canadian Psychological Association
What: Published guidelines for psychologists for virtual care options that ensure continuity of care for clients
Effective until: ","https://cpa.ca/docs/File/Insurance/COVID-19_Telehealth%20Resource_2020%20(PSY).pdf
",https://cpa.ca/corona-virus/,Federal,No
CAN082,Can.,2020-03-17,2020-03-19,Health workforce,Health workforce — change in practice,"Who: Health Canada
What: Issued several exemptions for prescriptions of controlled substances under the Controlled Drugs and Substances Act and its regulations. These include permitting pharmacists to extend prescriptions and/ or transfer to other pharmacists; permitting prescribers to issue verbal orders (i.e., over the phone) to extend or refill a prescription; and permitting pharmacy employees to deliver prescriptions of controlled substances.
Effective until: 2020-09-30",https://nbcp.in1touch.org/document/5337/CDSA%20Exemption%20and%20interpretive%20guide%20for%20controlled%20substances.pdf,https://www.cno.org/globalassets/trending-topics/hc-letter--cdsa-exemptions.pdf,Federal,No
CAN087,Can.,2020-04-29,2020-05-15,Financial and economic,Financial and economic — assistance,"Who: Employment and Social Development Canada
What: Introduced legislation to establish the Canada Emergency Student Benefit, which would provide income support to post-secondary students who lost work opportunities due to COVID-19
Effective until: ",https://www.canada.ca/en/employment-social-development/news/2020/04/government-of-canada-introduces-legislation-to-support-students-in-need.html,https://www.canada.ca/en/employment-social-development/news/2020/05/canada-emergency-student-benefit-application-period-to-launch-on-may-15-2020.html,Federal,No
CAN088,Can.,2020-04-30,2020-04-30,Public information,Public information — launch of web page/resource,"Who: Health Canada
What: Developed a web-based email service that provides subscribers with critical information related to the pandemic
Effective until: ",https://www.canada.ca/en/health-canada/news/2020/04/government-of-canada-introduces-new-digital-initiatives-to-its-suite-of-virtual-tools-for-covid19.html,Not applicable,Federal,No
CAN089,Can.,2020-04-30,2020-04-30,Travel,Travel — self-isolation,"Who: Health Canada
What: Launched the ArriveCan app, which allows travellers returning to Canada to input their 14-day isolation or quarantine information quickly, easily and securely upon arrival. It works by digitizing the information collected under the current paper form that travellers must complete.
Effective until: ",https://www.canada.ca/en/health-canada/news/2020/04/government-of-canada-introduces-new-digital-initiatives-to-its-suite-of-virtual-tools-for-covid19.html,Not applicable,Federal,No
CAN090,Can.,2020-05-03,2020-05-03,Financial and economic,Financial and economic — research and development,"Who: Innovation, Science and Economic Development Canada
What: Announced a contribution of $175.6 million to AbCellera Biologics, a Canadian biotechnology company that researches and discovers next-generation antibody drugs to fight infection and disease
Effective until: ",https://www.canada.ca/en/innovation-science-economic-development/news/2020/05/minister-bains-announces-investment-in-antibody-discovery-technology-to-help-treat-covid-19.html,Not applicable,Federal,No
CAN091,Can.,2020-04-22,2020-04-22,Financial and economic,Financial and economic — assistance,"Who: Immigration, Refugees and Citizenship Canada
What: Removed the restriction that allows international students to work a maximum of 20 hours per week while classes are in session, provided they are working in an essential service or function, such as health care
Effective until:",https://www.canada.ca/en/immigration-refugees-citizenship/news/2020/04/removing-barriers-for-international-students-working-in-essential-services-to-fight-covid-19.html,Not applicable,Federal,No
